district_id,police_station_id,crime_category_id,crime_registered_date,day_of_week,week_of_year,crime_month,crime_quarter,crime_year,lag_1,lag_7,lag_30,rolling_avg_7,rolling_avg_30,crime_count
46044000000057003,46044000000053510,46044000000058018,2023-11-22,3,47,11,4,2023,,,,5,5,5
46044000000053031,46044000000054488,46044000000055011,2022-07-06,3,27,7,3,2022,,,,3,3,3
46044000000054015,46044000000052476,46044000000053039,2025-05-16,5,20,5,2,2025,,,,5,5,5
46044000000055008,46044000000053601,46044000000053039,2022-01-18,2,3,1,1,2022,,,,4,4,4
46044000000053034,46044000000054517,46044000000056021,2025-11-01,6,44,11,4,2025,,,,5,5,5
46044000000056013,46044000000054515,46044000000054027,2024-10-24,4,43,10,4,2024,,,,5,5,5
46044000000056017,46044000000053523,46044000000057008,2023-05-01,1,18,5,2,2023,,,,5,5,5
46044000000055006,46044000000052556,46044000000056022,2025-09-07,0,36,9,3,2025,,,,5,5,5
46044000000057005,46044000000053564,46044000000053038,2022-01-22,6,3,1,1,2022,,,,3,3,3
46044000000055006,46044000000054505,46044000000052021,2022-06-28,2,26,6,2,2022,,,,5,5,5
46044000000053033,46044000000053493,46044000000058018,2022-09-03,6,35,9,3,2022,,,,4,4,4
46044000000057003,46044000000053506,46044000000058018,2024-10-19,6,42,10,4,2024,,,,3,3,3
46044000000054018,46044000000052518,46044000000053040,2022-02-16,3,7,2,1,2022,,,,5,5,5
46044000000057004,46044000000052547,46044000000056021,2025-11-20,4,47,11,4,2025,,,,4,4,4
46044000000055007,46044000000053600,46044000000056021,2025-04-18,5,16,4,2,2025,,,,5,5,5
46044000000052014,46044000000053573,46044000000055012,2023-12-24,0,51,12,4,2023,,,,4,4,4
46044000000053031,46044000000052508,46044000000053040,2025-02-28,5,9,2,1,2025,,,,4,4,4
46044000000056015,46044000000053581,46044000000057008,2023-06-28,3,26,6,2,2023,,,,5,5,5
46044000000058011,46044000000054501,46044000000058017,2023-02-27,1,9,2,1,2023,,,,4,4,4
46044000000058012,46044000000053564,46044000000055011,2022-04-20,3,16,4,2,2022,,,,5,5,5
46044000000053031,46044000000054501,46044000000053040,2024-08-14,3,33,8,3,2024,,,,4,4,4
46044000000058013,46044000000052445,46044000000053040,2024-12-24,2,52,12,4,2024,,,,5,5,5
46044000000053033,46044000000054500,46044000000056022,2025-05-10,6,19,5,2,2025,,,,5,5,5
46044000000055006,46044000000052471,46044000000056021,2023-06-05,1,23,6,2,2023,,,,4,4,4
46044000000052017,46044000000053610,46044000000056022,2024-09-19,4,38,9,3,2024,,,,10,10,10
46044000000053032,46044000000053606,46044000000053040,2025-04-10,4,15,4,2,2025,,,,7,7,7
46044000000054017,46044000000053494,46044000000057008,2025-06-14,6,24,6,2,2025,,,,10,10,10
46044000000055008,46044000000054506,46044000000054027,2024-04-13,6,15,4,2,2024,,,,8,8,8
46044000000058013,46044000000053605,46044000000058017,2023-04-21,5,16,4,2,2023,,,,8,8,8
46044000000054017,46044000000053494,46044000000056022,2025-06-14,6,24,6,2,2025,,,,10,10,10
46044000000056017,46044000000052521,46044000000053039,2022-03-26,6,12,3,1,2022,,,,10,10,10
46044000000056014,46044000000052474,46044000000053038,2023-10-25,3,43,10,4,2023,,,,10,10,10
46044000000055009,46044000000052553,46044000000058018,2024-12-07,6,49,12,4,2024,,,,8,8,8
46044000000056017,46044000000052463,46044000000057008,2025-10-26,0,43,10,4,2025,,,,10,10,10
46044000000058015,46044000000052447,46044000000058017,2022-01-05,3,1,1,1,2022,,,,10,10,10
46044000000056015,46044000000054511,46044000000053039,2022-10-25,2,43,10,4,2022,,,,9,9,9
46044000000058015,46044000000053496,46044000000057008,2024-01-07,0,1,1,1,2024,,,,9,9,9
46044000000057006,46044000000052501,46044000000055011,2025-01-04,6,1,1,1,2025,,,,10,10,10
46044000000052016,46044000000053580,46044000000057008,2022-05-13,5,19,5,2,2022,,,,10,10,10
46044000000058013,46044000000052445,46044000000052021,2024-12-24,2,52,12,4,2024,,,,7,7,7
46044000000052014,46044000000053504,46044000000056021,2025-10-07,2,41,10,4,2025,,,,9,9,9
46044000000057004,46044000000052470,46044000000053038,2025-09-18,4,38,9,3,2025,,,,10,10,10
46044000000052016,46044000000052568,46044000000058018,2025-08-12,2,33,8,3,2025,,,,10,10,10
46044000000052014,46044000000053588,46044000000058017,2025-06-10,2,24,6,2,2025,,,,10,10,10
46044000000057003,46044000000054513,46044000000056021,2023-10-13,5,41,10,4,2023,,,,8,8,8
46044000000054018,46044000000053556,46044000000052021,2023-12-10,0,49,12,4,2023,,,,8,8,8
46044000000052014,46044000000053501,46044000000058018,2025-03-21,5,12,3,1,2025,,,,7,7,7
46044000000055008,46044000000052468,46044000000055011,2024-11-10,0,45,11,4,2024,,,,8,8,8
46044000000056014,46044000000052522,46044000000053040,2024-11-16,6,46,11,4,2024,,,,10,10,10
46044000000056017,46044000000052545,46044000000058017,2024-01-28,0,4,1,1,2024,,,,10,10,10
46044000000055009,46044000000053604,46044000000058017,2024-05-19,0,20,5,2,2024,,,,7,7,7
46044000000057003,46044000000054513,46044000000055012,2023-10-13,5,41,10,4,2023,,,,7,7,7
46044000000054015,46044000000052557,46044000000053038,2023-12-22,5,51,12,4,2023,,,,10,10,10
46044000000055009,46044000000052553,46044000000053040,2024-12-07,6,49,12,4,2024,,,,10,10,10
46044000000055008,46044000000053607,46044000000056021,2023-07-02,0,26,7,3,2023,,,,9,9,9
46044000000056017,46044000000052556,46044000000058018,2025-01-08,3,2,1,1,2025,,,,10,10,10
46044000000053034,46044000000054509,46044000000055012,2024-09-04,3,36,9,3,2024,,,,8,8,8
46044000000054018,46044000000052538,46044000000058017,2025-12-06,6,49,12,4,2025,,,,10,10,10
46044000000052014,46044000000052517,46044000000053040,2025-10-12,0,41,10,4,2025,,,,10,10,10
46044000000055009,46044000000053558,46044000000053039,2024-11-09,6,45,11,4,2024,,,,10,10,10
46044000000055009,46044000000052544,46044000000058018,2024-12-19,4,51,12,4,2024,,,,6,6,6
46044000000058011,46044000000053508,46044000000053038,2023-03-27,1,13,3,1,2023,,,,10,10,10
46044000000057005,46044000000052521,46044000000055011,2022-04-18,1,16,4,2,2022,,,,9,9,9
46044000000057004,46044000000052470,46044000000058017,2025-09-18,4,38,9,3,2025,,,,7,7,7
46044000000052018,46044000000052541,46044000000055012,2025-05-26,1,22,5,2,2025,,,,8,8,8
46044000000053032,46044000000053526,46044000000055012,2023-09-25,1,39,9,3,2023,,,,10,10,10
46044000000056018,46044000000053543,46044000000056021,2023-02-01,3,5,2,1,2023,,,,10,10,10
46044000000054018,46044000000054490,46044000000057008,2022-06-22,3,25,6,2,2022,,,,6,6,6
46044000000054016,46044000000053589,46044000000055012,2025-02-05,3,6,2,1,2025,,,,9,9,9
46044000000052018,46044000000053598,46044000000054027,2024-11-12,2,46,11,4,2024,,,,10,10,10
46044000000056016,46044000000052504,46044000000053040,2022-05-15,0,19,5,2,2022,,,,10,10,10
46044000000055006,46044000000053589,46044000000053039,2024-10-12,6,41,10,4,2024,,,,8,8,8
46044000000056013,46044000000053500,46044000000057008,2022-09-20,2,38,9,3,2022,,,,10,10,10
46044000000054016,46044000000053555,46044000000054027,2025-06-22,0,25,6,2,2025,,,,9,9,9
46044000000058013,46044000000052531,46044000000055011,2022-10-05,3,40,10,4,2022,,,,9,9,9
46044000000054018,46044000000053556,46044000000053038,2023-12-10,0,49,12,4,2023,,,,9,9,9
46044000000054016,46044000000052568,46044000000058018,2022-03-23,3,12,3,1,2022,,,,5,5,5
46044000000054017,46044000000053512,46044000000055012,2024-05-01,3,18,5,2,2024,,,,5,5,5
46044000000054015,46044000000053530,46044000000054027,2023-06-23,5,25,6,2,2023,,,,5,5,5
46044000000053034,46044000000053557,46044000000058018,2025-10-08,3,41,10,4,2025,,,,9,9,9
46044000000053032,46044000000053547,46044000000052021,2024-08-12,1,33,8,3,2024,,,,9,9,9
46044000000055006,46044000000052467,46044000000054027,2024-05-14,2,20,5,2,2024,,,,8,8,8
46044000000058014,46044000000054489,46044000000055012,2024-05-08,3,19,5,2,2024,,,,10,10,10
46044000000058015,46044000000052492,46044000000053040,2023-10-05,4,40,10,4,2023,,,,10,10,10
46044000000053033,46044000000052553,46044000000053039,2023-04-14,5,15,4,2,2023,,,,8,8,8
46044000000053032,46044000000053568,46044000000056022,2024-08-28,3,35,8,3,2024,,,,8,8,8
46044000000055006,46044000000052550,46044000000057008,2024-05-16,4,20,5,2,2024,,,,7,7,7
46044000000053034,46044000000053493,46044000000053039,2022-03-15,2,11,3,1,2022,,,,10,10,10
46044000000056013,46044000000053528,46044000000053039,2022-02-10,4,6,2,1,2022,,,,9,9,9
46044000000055008,46044000000053601,46044000000056021,2022-01-18,2,3,1,1,2022,,,,10,10,10
46044000000054017,46044000000052567,46044000000058017,2023-02-01,3,5,2,1,2023,,,,10,10,10
46044000000054015,46044000000054496,46044000000053038,2022-10-14,5,41,10,4,2022,,,,8,8,8
46044000000053031,46044000000053582,46044000000058018,2024-07-23,2,30,7,3,2024,,,,10,10,10
46044000000052014,46044000000052464,46044000000055011,2022-09-17,6,37,9,3,2022,,,,8,8,8
46044000000057006,46044000000053580,46044000000053040,2022-09-12,1,37,9,3,2022,,,,7,7,7
46044000000057003,46044000000054517,46044000000055012,2023-11-10,5,45,11,4,2023,,,,9,9,9
46044000000056017,46044000000052558,46044000000058018,2024-12-06,5,49,12,4,2024,,,,8,8,8
46044000000056013,46044000000053616,46044000000056022,2025-04-11,5,15,4,2,2025,,,,8,8,8
46044000000056018,46044000000052512,46044000000058018,2023-08-13,0,32,8,3,2023,,,,10,10,10
46044000000054018,46044000000052454,46044000000056021,2023-11-07,2,45,11,4,2023,,,,10,10,10
46044000000056013,46044000000052493,46044000000053039,2025-12-26,5,52,12,4,2025,,,,10,10,10
46044000000052014,46044000000052465,46044000000058018,2022-02-01,2,5,2,1,2022,,,,8,8,8
46044000000053034,46044000000053493,46044000000056021,2022-03-15,2,11,3,1,2022,,,,10,10,10
46044000000053034,46044000000053601,46044000000053040,2023-04-24,1,17,4,2,2023,,,,9,9,9
46044000000055006,46044000000052534,46044000000058018,2023-03-13,1,11,3,1,2023,,,,8,8,8
46044000000055009,46044000000054513,46044000000055012,2025-04-11,5,15,4,2,2025,,,,6,6,6
46044000000053031,46044000000052468,46044000000058018,2024-05-12,0,19,5,2,2024,,,,10,10,10
46044000000054015,46044000000052555,46044000000052021,2023-07-15,6,28,7,3,2023,,,,8,8,8
46044000000056014,46044000000053555,46044000000055011,2022-07-07,4,27,7,3,2022,,,,10,10,10
46044000000055008,46044000000052498,46044000000053038,2024-12-15,0,50,12,4,2024,,,,8,8,8
46044000000058012,46044000000054509,46044000000053038,2024-12-02,1,49,12,4,2024,,,,7,7,7
46044000000055007,46044000000052495,46044000000055011,2025-02-23,0,8,2,1,2025,,,,40,40,40
46044000000057003,46044000000053599,46044000000053039,2022-08-06,6,31,8,3,2022,,,,30,30,30
46044000000058011,46044000000053576,46044000000053039,2025-06-24,2,26,6,2,2025,,,,15,15,15
46044000000057006,46044000000053599,46044000000058017,2024-06-23,0,25,6,2,2024,,,,20,20,20
46044000000052014,46044000000053591,46044000000054027,2024-12-04,3,49,12,4,2024,,,,34,34,34
46044000000057005,46044000000052514,46044000000054027,2024-03-24,0,12,3,1,2024,,,,15,15,15
46044000000057006,46044000000053604,46044000000056022,2024-11-03,0,44,11,4,2024,,,,34,34,34
46044000000056018,46044000000052556,46044000000058018,2024-03-11,1,11,3,1,2024,,,,18,18,18
46044000000058015,46044000000052497,46044000000053040,2023-08-08,2,32,8,3,2023,,,,15,15,15
46044000000058015,46044000000052497,46044000000053040,2024-02-04,0,5,2,1,2024,15,,,757.5,757.5,15
46044000000055009,46044000000054510,46044000000053040,2022-07-11,1,28,7,3,2022,,,,16,16,16
46044000000055008,46044000000053560,46044000000056022,2022-03-26,6,12,3,1,2022,,,,29,29,29
46044000000056016,46044000000053565,46044000000054027,2024-06-03,1,23,6,2,2024,,,,36,36,36
46044000000054018,46044000000052482,46044000000055011,2023-03-18,6,11,3,1,2023,,,,45,45,45
46044000000057006,46044000000054505,46044000000058017,2025-11-26,3,48,11,4,2025,,,,21,21,21
46044000000058013,46044000000053605,46044000000053038,2022-03-18,5,11,3,1,2022,,,,42,42,42
46044000000055007,46044000000053589,46044000000056022,2024-05-02,4,18,5,2,2024,,,,22,22,22
46044000000053031,46044000000053497,46044000000056022,2022-11-22,2,47,11,4,2022,,,,10,10,10
46044000000052016,46044000000052555,46044000000052021,2025-07-02,3,27,7,3,2025,,,,9,9,9
46044000000054017,46044000000052509,46044000000056021,2022-06-08,3,23,6,2,2022,,,,10,10,10
46044000000052014,46044000000053551,46044000000053040,2022-02-28,1,9,2,1,2022,,,,9,9,9
46044000000054016,46044000000052495,46044000000056022,2022-11-08,2,45,11,4,2022,,,,8,8,8
46044000000055008,46044000000053504,46044000000058018,2024-03-27,3,13,3,1,2024,,,,9,9,9
46044000000053032,46044000000052492,46044000000057008,2023-02-01,3,5,2,1,2023,,,,9,9,9
46044000000053032,46044000000053522,46044000000058018,2024-08-09,5,32,8,3,2024,,,,10,10,10
46044000000052018,46044000000052568,46044000000053039,2022-08-09,2,32,8,3,2022,,,,8,8,8
46044000000056017,46044000000052577,46044000000055012,2023-03-13,1,11,3,1,2023,,,,9,9,9
46044000000052016,46044000000052568,46044000000055012,2025-08-12,2,33,8,3,2025,,,,10,10,10
46044000000053034,46044000000052485,46044000000053038,2022-05-18,3,20,5,2,2022,,,,7,7,7
46044000000058011,46044000000053523,46044000000053038,2025-02-15,6,7,2,1,2025,,,,10,10,10
46044000000057004,46044000000052553,46044000000056022,2023-03-28,2,13,3,1,2023,,,,8,8,8
46044000000052014,46044000000052571,46044000000053038,2025-08-28,4,35,8,3,2025,,,,10,10,10
46044000000057004,46044000000053534,46044000000053038,2024-07-18,4,29,7,3,2024,,,,10,10,10
46044000000056014,46044000000052446,46044000000053040,2024-01-14,0,2,1,1,2024,,,,6,6,6
46044000000057006,46044000000052526,46044000000052021,2025-08-15,5,33,8,3,2025,,,,7,7,7
46044000000058011,46044000000053546,46044000000054027,2022-12-13,2,50,12,4,2022,,,,9,9,9
46044000000058015,46044000000052548,46044000000058017,2025-02-22,6,8,2,1,2025,,,,10,10,10
46044000000056013,46044000000052474,46044000000056021,2023-03-04,6,9,3,1,2023,,,,9,9,9
46044000000058011,46044000000053528,46044000000058018,2022-07-16,6,28,7,3,2022,,,,8,8,8
46044000000056015,46044000000054510,46044000000058017,2025-12-16,2,51,12,4,2025,,,,8,8,8
46044000000054016,46044000000054495,46044000000052021,2025-10-21,2,43,10,4,2025,,,,10,10,10
46044000000054016,46044000000054499,46044000000057008,2023-01-03,2,1,1,1,2023,,,,10,10,10
46044000000056013,46044000000053516,46044000000052021,2023-02-25,6,8,2,1,2023,,,,10,10,10
46044000000056013,46044000000053516,46044000000052021,2025-08-06,3,32,8,3,2025,10,,,511.5,511.5,23
46044000000056013,46044000000053581,46044000000052021,2022-08-06,6,31,8,3,2022,,,,10,10,10
46044000000056017,46044000000052466,46044000000054027,2025-10-10,5,41,10,4,2025,,,,8,8,8
46044000000053034,46044000000053535,46044000000052021,2023-11-26,0,47,11,4,2023,,,,8,8,8
46044000000056014,46044000000052482,46044000000053038,2022-02-01,2,5,2,1,2022,,,,10,10,10
46044000000057003,46044000000053501,46044000000053040,2024-02-17,6,7,2,1,2024,,,,10,10,10
46044000000057004,46044000000052525,46044000000053038,2025-04-18,5,16,4,2,2025,,,,9,9,9
46044000000057006,46044000000052566,46044000000055012,2023-10-28,6,43,10,4,2023,,,,9,9,9
46044000000058014,46044000000054505,46044000000058017,2022-01-06,4,1,1,1,2022,,,,8,8,8
46044000000055009,46044000000052453,46044000000055011,2023-11-25,6,47,11,4,2023,,,,9,9,9
46044000000053031,46044000000052556,46044000000055012,2022-06-28,2,26,6,2,2022,,,,8,8,8
46044000000058013,46044000000052549,46044000000055011,2025-08-15,5,33,8,3,2025,,,,10,10,10
46044000000056017,46044000000052461,46044000000053038,2025-04-17,4,16,4,2,2025,,,,9,9,9
46044000000054017,46044000000053524,46044000000055011,2022-09-24,6,38,9,3,2022,,,,10,10,10
46044000000056015,46044000000052531,46044000000057008,2025-09-27,6,39,9,3,2025,,,,10,10,10
46044000000057006,46044000000052501,46044000000052021,2025-01-04,6,1,1,1,2025,,,,9,9,9
46044000000053033,46044000000052515,46044000000055012,2024-05-08,3,19,5,2,2024,,,,10,10,10
46044000000054015,46044000000053532,46044000000053038,2025-11-05,3,45,11,4,2025,,,,8,8,8
46044000000055008,46044000000052566,46044000000053040,2022-12-17,6,50,12,4,2022,,,,10,10,10
46044000000053034,46044000000054508,46044000000058017,2022-02-18,5,7,2,1,2022,,,,9,9,9
46044000000057005,46044000000053553,46044000000053039,2025-02-20,4,8,2,1,2025,,,,10,10,10
46044000000055008,46044000000053504,46044000000053038,2022-02-20,0,7,2,1,2022,,,,9,9,9
46044000000058011,46044000000052486,46044000000056022,2022-02-27,0,8,2,1,2022,,,,10,10,10
46044000000058011,46044000000054519,46044000000057008,2025-09-28,0,39,9,3,2025,,,,8,8,8
46044000000054016,46044000000053560,46044000000055011,2024-03-09,6,10,3,1,2024,,,,9,9,9
46044000000054017,46044000000052536,46044000000054027,2022-07-26,2,30,7,3,2022,,,,8,8,8
46044000000055009,46044000000052485,46044000000057008,2025-01-17,5,3,1,1,2025,,,,10,10,10
46044000000053032,46044000000052512,46044000000055011,2025-11-15,6,46,11,4,2025,,,,10,10,10
46044000000056016,46044000000053546,46044000000056022,2023-08-16,3,33,8,3,2023,,,,6,6,6
46044000000058011,46044000000052476,46044000000053040,2022-05-25,3,21,5,2,2022,,,,9,9,9
46044000000058011,46044000000052476,46044000000053040,2023-09-08,5,36,9,3,2023,9,,,455,455,10
46044000000055008,46044000000052475,46044000000056021,2024-05-23,4,21,5,2,2024,,,,7,7,7
46044000000056018,46044000000052445,46044000000053040,2023-01-14,6,2,1,1,2023,,,,8,8,8
46044000000055007,46044000000054512,46044000000057008,2025-10-19,0,42,10,4,2025,,,,8,8,8
46044000000058013,46044000000052575,46044000000053038,2023-03-05,0,9,3,1,2023,,,,9,9,9
46044000000054015,46044000000052488,46044000000057008,2024-01-20,6,3,1,1,2024,,,,10,10,10
46044000000058015,46044000000052531,46044000000056021,2022-08-15,1,33,8,3,2022,,,,8,8,8
46044000000058015,46044000000052531,46044000000056021,2023-04-24,1,17,4,2,2023,8,,,42.5,42.5,5
46044000000054017,46044000000054501,46044000000052021,2022-08-18,4,33,8,3,2022,,,,10,10,10
46044000000056018,46044000000053613,46044000000056022,2023-01-01,0,52,1,1,2023,,,,5,5,5
46044000000052016,46044000000053545,46044000000054027,2024-12-26,4,52,12,4,2024,,,,2,2,2
46044000000058014,46044000000054493,46044000000052021,2022-06-22,3,25,6,2,2022,,,,5,5,5
46044000000055008,46044000000053595,46044000000055011,2022-03-18,5,11,3,1,2022,,,,4,4,4
46044000000055006,46044000000054503,46044000000052021,2025-03-05,3,10,3,1,2025,,,,5,5,5
46044000000057004,46044000000052470,46044000000057008,2025-09-18,4,38,9,3,2025,,,,5,5,5
46044000000054017,46044000000052517,46044000000056022,2023-01-27,5,4,1,1,2023,,,,5,5,5
46044000000053031,46044000000054501,46044000000057008,2024-08-14,3,33,8,3,2024,,,,3,3,3
46044000000055008,46044000000052527,46044000000053039,2022-02-27,0,8,2,1,2022,,,,5,5,5
46044000000052018,46044000000052533,46044000000055012,2023-12-06,3,49,12,4,2023,,,,5,5,5
46044000000056016,46044000000053573,46044000000057008,2023-01-03,2,1,1,1,2023,,,,5,5,5
46044000000053033,46044000000053498,46044000000053039,2023-02-16,4,7,2,1,2023,,,,5,5,5
46044000000056014,46044000000053583,46044000000053038,2025-12-02,2,49,12,4,2025,,,,5,5,5
46044000000055008,46044000000053560,46044000000058017,2022-03-26,6,12,3,1,2022,,,,4,4,4
46044000000056016,46044000000053597,46044000000053039,2025-10-19,0,42,10,4,2025,,,,3,3,3
46044000000054018,46044000000054495,46044000000054027,2024-07-04,4,27,7,3,2024,,,,5,5,5
46044000000056017,46044000000053547,46044000000058018,2022-03-18,5,11,3,1,2022,,,,5,5,5
46044000000056017,46044000000052486,46044000000053039,2022-05-04,3,18,5,2,2022,,,,5,5,5
46044000000053031,46044000000053583,46044000000055012,2022-10-25,2,43,10,4,2022,,,,4,4,4
46044000000057006,46044000000053578,46044000000055011,2024-04-22,1,17,4,2,2024,,,,3,3,3
46044000000053034,46044000000053566,46044000000058017,2022-06-12,0,23,6,2,2022,,,,5,5,5
46044000000056015,46044000000053559,46044000000055011,2022-09-09,5,36,9,3,2022,,,,5,5,5
46044000000056015,46044000000053559,46044000000055011,2025-01-03,5,1,1,1,2025,5,,,258.5,258.5,17
46044000000057004,46044000000053512,46044000000055012,2025-07-21,1,30,7,3,2025,,,,5,5,5
46044000000053034,46044000000052466,46044000000053038,2022-04-01,5,13,4,2,2022,,,,5,5,5
46044000000052017,46044000000052521,46044000000055012,2025-03-09,0,10,3,1,2025,,,,4,4,4
46044000000056017,46044000000053574,46044000000053038,2025-06-28,6,26,6,2,2025,,,,5,5,5
46044000000055009,46044000000053563,46044000000056021,2022-10-23,0,42,10,4,2022,,,,3,3,3
46044000000052017,46044000000053564,46044000000056022,2024-11-08,5,45,11,4,2024,,,,3,3,3
46044000000056017,46044000000053523,46044000000058018,2023-05-01,1,18,5,2,2023,,,,3,3,3
46044000000058011,46044000000052552,46044000000055011,2024-09-10,2,37,9,3,2024,,,,4,4,4
46044000000054017,46044000000052517,46044000000058017,2023-01-27,5,4,1,1,2023,,,,3,3,3
46044000000053032,46044000000053594,46044000000055012,2022-07-12,2,28,7,3,2022,,,,5,5,5
46044000000058011,46044000000052518,46044000000054027,2023-06-14,3,24,6,2,2023,,,,7,7,7
46044000000058011,46044000000052518,46044000000054027,2025-11-23,0,47,11,4,2025,7,,,37,37,4
46044000000058015,46044000000054495,46044000000052021,2024-02-01,4,5,2,1,2024,,,,5,5,5
46044000000053031,46044000000053581,46044000000058017,2023-10-23,1,43,10,4,2023,,,,4,4,4
46044000000056018,46044000000052507,46044000000057008,2022-04-26,2,17,4,2,2022,,,,5,5,5
46044000000057006,46044000000053530,46044000000056022,2024-06-03,1,23,6,2,2024,,,,3,3,3
46044000000052018,46044000000053572,46044000000058017,2023-03-08,3,10,3,1,2023,,,,5,5,5
46044000000056014,46044000000053529,46044000000054027,2023-11-25,6,47,11,4,2023,,,,5,5,5
46044000000056014,46044000000053529,46044000000054027,2025-02-07,5,6,2,1,2025,5,,,255,255,10
46044000000054016,46044000000054499,46044000000054027,2023-01-03,2,1,1,1,2023,,,,5,5,5
46044000000054018,46044000000052538,46044000000053040,2025-12-06,6,49,12,4,2025,,,,5,5,5
46044000000058012,46044000000053500,46044000000055012,2023-09-05,2,36,9,3,2023,,,,5,5,5
46044000000056018,46044000000052512,46044000000053039,2023-08-13,0,32,8,3,2023,,,,5,5,5
46044000000057006,46044000000053509,46044000000055011,2025-05-19,1,21,5,2,2025,,,,5,5,5
46044000000052017,46044000000054509,46044000000055011,2025-04-28,1,18,4,2,2025,,,,5,5,5
46044000000057005,46044000000054513,46044000000058018,2025-02-02,0,5,2,1,2025,,,,5,5,5
46044000000052017,46044000000053542,46044000000053039,2024-01-05,5,1,1,1,2024,,,,5,5,5
46044000000052017,46044000000053542,46044000000053039,2024-04-21,0,16,4,2,2024,5,,,257.5,257.5,15
46044000000052017,46044000000053542,46044000000053039,2024-10-03,4,40,10,4,2024,15,,,17176.6666,17176.6666,30
46044000000058014,46044000000052549,46044000000057008,2022-08-12,5,32,8,3,2022,,,,5,5,5
46044000000058015,46044000000053531,46044000000056022,2024-10-05,6,40,10,4,2024,,,,5,5,5
46044000000054016,46044000000052474,46044000000057008,2025-12-26,5,52,12,4,2025,,,,4,4,4
46044000000058011,46044000000053580,46044000000053038,2022-10-23,0,42,10,4,2022,,,,4,4,4
46044000000052016,46044000000052531,46044000000053040,2022-02-25,5,8,2,1,2022,,,,2,2,2
46044000000053032,46044000000052499,46044000000058018,2024-07-12,5,28,7,3,2024,,,,3,3,3
46044000000055006,46044000000053561,46044000000056022,2023-04-13,4,15,4,2,2023,,,,5,5,5
46044000000052017,46044000000053522,46044000000057008,2022-04-22,5,16,4,2,2022,,,,5,5,5
46044000000056014,46044000000054493,46044000000053040,2022-04-22,5,16,4,2,2022,,,,4,4,4
46044000000052016,46044000000053601,46044000000053040,2023-12-06,3,49,12,4,2023,,,,5,5,5
46044000000058013,46044000000053555,46044000000056021,2024-09-27,5,39,9,3,2024,,,,3,3,3
46044000000057005,46044000000052575,46044000000054027,2024-06-02,0,22,6,2,2024,,,,5,5,5
46044000000053032,46044000000052454,46044000000053038,2023-05-11,4,19,5,2,2023,,,,10,10,10
46044000000056016,46044000000052508,46044000000055011,2025-11-13,4,46,11,4,2025,,,,10,10,10
46044000000052016,46044000000053601,46044000000053039,2023-12-06,3,49,12,4,2023,,,,10,10,10
46044000000053031,46044000000054501,46044000000056021,2024-08-14,3,33,8,3,2024,,,,10,10,10
46044000000056013,46044000000053569,46044000000057008,2022-10-11,2,41,10,4,2022,,,,10,10,10
46044000000052016,46044000000052541,46044000000058018,2025-07-22,2,30,7,3,2025,,,,10,10,10
46044000000054015,46044000000052519,46044000000054027,2025-03-23,0,12,3,1,2025,,,,3,3,3
46044000000056017,46044000000053556,46044000000053040,2025-10-02,4,40,10,4,2025,,,,4,4,4
46044000000053034,46044000000053566,46044000000055012,2022-06-12,0,23,6,2,2022,,,,2,2,2
46044000000055007,46044000000054514,46044000000056021,2025-08-02,6,31,8,3,2025,,,,5,5,5
46044000000053032,46044000000052492,46044000000053040,2023-02-01,3,5,2,1,2023,,,,3,3,3
46044000000053031,46044000000053582,46044000000055012,2024-07-23,2,30,7,3,2024,,,,5,5,5
46044000000056018,46044000000052465,46044000000053040,2024-03-21,4,12,3,1,2024,,,,3,3,3
46044000000052016,46044000000052531,46044000000053038,2022-02-25,5,8,2,1,2022,,,,5,5,5
46044000000056017,46044000000053523,46044000000058017,2023-05-01,1,18,5,2,2023,,,,4,4,4
46044000000058015,46044000000053595,46044000000053039,2022-10-27,4,43,10,4,2022,,,,4,4,4
46044000000056017,46044000000052577,46044000000058017,2023-03-13,1,11,3,1,2023,,,,5,5,5
46044000000056015,46044000000052567,46044000000055012,2023-11-21,2,47,11,4,2023,,,,3,3,3
46044000000052014,46044000000053511,46044000000053038,2023-08-25,5,34,8,3,2023,,,,5,5,5
46044000000054016,46044000000052552,46044000000058018,2024-04-17,3,16,4,2,2024,,,,5,5,5
46044000000053031,46044000000052528,46044000000056021,2022-08-15,1,33,8,3,2022,,,,4,4,4
46044000000055008,46044000000053555,46044000000052021,2024-08-07,3,32,8,3,2024,,,,4,4,4
46044000000056015,46044000000053603,46044000000058017,2023-01-26,4,4,1,1,2023,,,,3,3,3
46044000000057006,46044000000052450,46044000000053038,2023-08-02,3,31,8,3,2023,,,,5,5,5
46044000000055008,46044000000053575,46044000000052021,2023-02-28,2,9,2,1,2023,,,,5,5,5
46044000000057003,46044000000053511,46044000000055011,2022-12-13,2,50,12,4,2022,,,,5,5,5
46044000000053033,46044000000052461,46044000000057008,2024-09-15,0,37,9,3,2024,,,,5,5,5
46044000000053033,46044000000052461,46044000000057008,2025-10-12,0,41,10,4,2025,5,,,27.5,27.5,5
46044000000052014,46044000000052527,46044000000053039,2024-03-13,3,11,3,1,2024,,,,3,3,3
46044000000056017,46044000000053611,46044000000055011,2025-12-20,6,51,12,4,2025,,,,4,4,4
46044000000053031,46044000000052465,46044000000053040,2023-03-16,4,11,3,1,2023,,,,5,5,5
