district_id,police_station_id,crime_category_id,incident_registered_date,count
KA-14,Besagaraghalli PS,Kidnapping,2024-04-19,24
KA-24,Jayaprakash Nagar PS,Robbery,2023-09-07,23
KA-10,Sirsi Town PS,Domestic Violence,2025-02-10,23
KA-29,Belagavi Rural PS,Assault,2025-01-27,23
KA-07,Doddawad PS,Murder,2024-10-01,23
KA-28,Agumbe PS,Burglary,2024-07-22,23
KA-02,Cubbon Park PS,Murder,2022-06-23,23
KA-20,Jalhalli PS,Domestic Violence,2025-03-18,23
KA-12,Kempegowda Nagar PS,Murder,2025-08-06,23
KA-10,Alur PS,Cyber Crime,2025-03-04,23
KA-11,Koppal Rural PS,Robbery,2023-06-10,23
KA-13,Teradal PS,Assault,2022-07-28,23
KA-18,Mannalli PS,Fraud,2023-05-03,23
KA-25,Betageri Extention PS,Burglary,2022-02-04,23
KA-18,Kalaburagi City CENCrime PS,Fraud,2024-07-14,23
KA-25,Mulbagal Rural PS,Robbery,2024-12-24,23
KA-07,Revoor PS,Drug Offence,2025-08-17,23
KA-25,Thalaghattapura PS,Assault,2023-07-01,23
KA-17,Mico Layout PS,Kidnapping,2024-04-17,23
KA-17,Chigateri PS,Theft,2024-12-25,23
KA-18,Dandeli Town PS,Cyber Crime,2025-07-02,23
KA-02,P.D. Halli PS,Murder,2024-06-26,23
KA-05,Ranebennur Town PS,Burglary,2025-04-11,23
KA-02,Kalaburagi City CENCrime PS,Cyber Crime,2022-01-21,23
KA-01,Ramnagar PS,Fraud,2025-02-05,23
KA-23,Tiptur Town PS,Burglary,2024-03-22,23
KA-07,Lakkavalli PS,Rioting,2025-02-11,23
KA-21,Hebri PS,Burglary,2022-05-15,23
KA-06,Shankarpura PS,Drug Offence,2022-03-23,23
KA-23,Goruru PS,Drug Offence,2025-09-24,23
KA-09,Hariharapura PS,Burglary,2025-04-15,23
KA-10,Jamakhandi Town PS,Robbery,2023-08-03,23
KA-19,Sringeri PS,Fraud,2023-10-26,22
KA-15,Gadag CEN Crime PS,Theft,2022-09-24,22
KA-23,Gowribidanur Rural PS,Assault,2022-10-09,22
KA-29,Bagalkot Rural PS,Burglary,2022-01-20,22
KA-22,Mangaluru South PS,Fraud,2022-10-16,22
KA-06,Hebbal PS,Drug Offence,2025-10-08,22
KA-02,Kodagu CEN Crime PS,Murder,2025-03-20,22
KA-29,Chitradurga Women PS,Drug Offence,2024-05-02,22
KA-16,Shankarpura PS,Domestic Violence,2023-10-17,22
KA-15,Gandhi Chowk PS,Robbery,2022-09-16,22
KA-19,Kodihalli PS,Murder,2025-12-02,22
KA-06,Commercial Street PS,Rioting,2023-01-03,22
KA-30,Naragund PS,Kidnapping,2022-02-02,22
KA-14,Kampli PS,Rioting,2025-02-24,22
KA-29,Kollegala Town PS,Murder,2023-03-06,22
KA-24,Lingasugur PS,Robbery,2023-02-09,22
KA-26,Ghantikeri PS,Drug Offence,2025-08-21,22
KA-29,Tumakur Rural PS,Vehicle Theft,2023-01-07,22
KA-25,K.T.J Nagar PS,Theft,2023-04-02,22
KA-13,Honnali PS,Drug Offence,2025-12-18,22
KA-20,Khadebazar PS,Cyber Crime,2022-05-27,22
KA-25,Mangaluru South PS,Kidnapping,2024-07-09,22
KA-02,Kollegala Town PS,Kidnapping,2024-12-26,22
KA-23,Bilagi PS,Robbery,2024-06-15,22
KA-08,Balur PS,Rioting,2024-03-25,22
KA-24,Kamakshipalya PS,Theft,2025-04-15,22
KA-04,Bidar Town PS,Fraud,2022-12-17,22
KA-17,Mysore South PS,Rioting,2025-07-22,22
KA-17,Tiptur Town PS,Murder,2022-05-13,22
KA-17,T.B. Dam PS,Robbery,2022-12-14,21
KA-29,Andersonpet PS,Theft,2025-12-03,21
KA-17,T.B. Dam PS,Drug Offence,2022-12-14,21
KA-18,Kuvempunagar PS,Cyber Crime,2023-02-27,21
KA-26,Bidadi PS,Theft,2022-06-21,21
KA-14,Chigateri PS,Murder,2022-03-15,21
KA-20,Hebbal PS,Burglary,2025-11-26,21
KA-12,Kushtagi PS,Fraud,2025-08-22,21
KA-05,Uppinangadi PS,Vehicle Theft,2024-02-18,21
KA-15,Devara Hipparagi PS,Burglary,2024-12-12,21
KA-17,Champion Reefs  PS,Drug Offence,2024-06-03,21
KA-12,Kollegala Town PS,Rioting,2024-08-11,21
KA-07,Maddur PS,Burglary,2023-06-14,21
KA-21,Byatarayanapura PS,Drug Offence,2023-11-26,21
KA-13,Hosahalli PS,Murder,2024-11-25,21
KA-23,Mangalapet Market PS,Robbery,2022-04-08,21
KA-17,Mico Layout PS,Assault,2024-04-17,21
KA-12,Ramanagara Women PS,Fraud,2024-09-05,21
KA-31,Kodagu CEN Crime PS,Robbery,2023-04-18,21
KA-07,Hosahalli PS,Murder,2024-03-28,21
KA-04,Santhebennur PS,Domestic Violence,2024-02-08,21
KA-03,Sandur PS,Domestic Violence,2022-01-05,21
KA-05,Mahagoan PS,Assault,2023-02-10,21
KA-03,Nanjanagudu Town PS,Robbery,2022-12-12,21
KA-15,Kalasipalya PS,Kidnapping,2025-03-20,21
KA-29,Kapu PS,Burglary,2023-08-01,21
KA-26,Ballari Rural PS,Cyber Crime,2024-09-21,21
KA-17,K.R. Nagar PS,Kidnapping,2022-08-06,21
KA-26,Hirisave PS,Robbery,2025-05-04,21
KA-23,Mysuru CEN Crime PS,Murder,2022-08-23,21
KA-27,Kodagu CEN Crime PS,Kidnapping,2022-12-01,21
KA-29,Kapu PS,Burglary,2022-12-02,21
KA-06,Devalagangapur PS,Robbery,2022-12-05,21
KA-19,Varthur PS,Rioting,2023-03-14,21
KA-20,Gundlupete PS,Burglary,2024-06-23,20
KA-11,Yelahanka PS,Robbery,2024-01-28,20
KA-19,Chandrashekarpura PS,Assault,2024-08-17,20
KA-01,Surathkal PS,Rioting,2022-06-23,20
KA-07,Gadag Women PS,Drug Offence,2022-12-02,20
KA-07,Tadas PS,Theft,2025-04-07,20
KA-17,Ranebennur Town PS,Kidnapping,2024-04-11,20
KA-15,Yelburga PS,Rioting,2024-01-02,20
KA-17,Konanakunte PS,Murder,2025-03-21,20
KA-26,Ranebennur Town PS,Burglary,2023-08-13,20
KA-21,Mandya Rural PS,Vehicle Theft,2023-08-16,20
KA-06,Dharmasthala PS,Burglary,2024-01-26,20
KA-07,Avalahally PS,Cyber Crime,2022-08-16,20
KA-28,Mandya Rural PS,Vehicle Theft,2023-01-13,20
KA-07,Avalahally PS,Theft,2022-08-16,20
KA-12,Yeshwanthapura PS,Rioting,2023-03-28,20
KA-08,Dibburahalli PS,Burglary,2022-07-24,20
KA-16,Mahalingapur PS,Burglary,2022-03-01,20
KA-08,Patapalya PS,Assault,2025-10-11,20
KA-19,Chandrashekarpura PS,Murder,2024-08-17,20
KA-22,Kundapura PS,Drug Offence,2025-04-16,20
KA-11,High Grounds PS,Cyber Crime,2025-05-05,20
KA-13,Sira PS,Domestic Violence,2023-08-27,20
KA-12,Gabbur PS,Theft,2023-12-05,20
KA-12,Kushtagi PS,Rioting,2023-05-27,20
KA-04,Malur PS,Robbery,2022-12-05,20
KA-02,Maddur PS,Fraud,2024-01-25,20
KA-15,Kembhavi PS,Assault,2025-12-02,20
KA-13,Ramnagar PS,Murder,2025-04-14,20
KA-19,Shivajinagar PS,Robbery,2023-09-01,20
KA-19,Kamakshipalya PS,Kidnapping,2025-06-25,20
KA-07,Sindhanur Town PS,Fraud,2024-07-17,20
KA-04,Patanayakanahalli PS,Domestic Violence,2022-06-24,19
KA-31,Bengaluru Dist Women PS,Rioting,2024-01-24,19
KA-03,Naragund PS,Burglary,2024-09-11,19
KA-21,Konanakunte PS,Rioting,2022-08-16,19
KA-13,Gandasi PS,Robbery,2025-02-15,19
KA-04,Tekkalkota PS,Kidnapping,2022-07-05,19
KA-10,Karwar Town PS,Rioting,2025-04-17,19
KA-14,Sagara Town PS,Robbery,2025-08-20,19
KA-13,Sandur PS,Fraud,2022-04-24,19
KA-01,Shakti Nagar PS,Robbery,2022-01-18,19
KA-08,Raibag PS,Burglary,2022-08-19,19
KA-20,V.V. Puram PS,Kidnapping,2022-07-04,19
KA-04,Gokak Rural PS,Burglary,2022-04-13,19
KA-09,Yelburga PS,Drug Offence,2025-10-05,19
KA-27,Gokarna PS,Rioting,2024-03-22,19
KA-11,Doddawad PS,Domestic Violence,2025-04-15,19
KA-22,Yedrami PS,Fraud,2023-11-19,19
KA-05,Teradal PS,Rioting,2025-10-12,19
KA-02,Madiwala PS,Domestic Violence,2024-07-22,19
KA-21,H.S.R.Layout PS,Robbery,2023-01-25,19
KA-29,Ghantikeri PS,Kidnapping,2022-02-03,19
KA-20,Hebbal PS,Kidnapping,2025-11-26,18
KA-31,Kollegala Town PS,Vehicle Theft,2024-03-11,18
KA-08,Tekkalkota PS,Fraud,2022-03-28,18
KA-22,Avalahally PS,Drug Offence,2025-09-05,18
KA-13,Mayakonda PS,Fraud,2023-07-21,18
KA-12,Kempegowda Nagar PS,Assault,2023-02-25,18
KA-12,Bengaluru Dist Women PS,Vehicle Theft,2022-08-18,18
KA-11,Jigani PS,Burglary,2024-07-23,18
KA-06,Chikkanayakanahalli PS,Murder,2022-01-07,18
KA-06,Hirisave PS,Drug Offence,2024-12-21,18
KA-06,Holenarasipura Rural PS,Burglary,2022-12-13,18
KA-12,Mayakonda PS,Burglary,2023-08-04,18
KA-26,Hirehadagali PS,Domestic Violence,2022-12-01,18
KA-02,Maddur PS,Domestic Violence,2024-01-25,18
KA-17,Kodigehalli PS,Kidnapping,2024-04-13,18
KA-17,Mulbagal Rural PS,Robbery,2024-11-14,18
KA-25,Thalaghattapura PS,Theft,2023-07-01,18
KA-26,Ghantikeri PS,Murder,2025-12-15,18
KA-16,Gundlupete PS,Murder,2025-08-16,18
KA-19,Kodihalli PS,Vehicle Theft,2025-12-02,18
KA-08,Santhebennur PS,Robbery,2022-07-25,18
KA-11,Chandrashekarpura PS,Kidnapping,2024-02-12,18
KA-06,K.T.J Nagar PS,Drug Offence,2022-07-03,18
KA-29,Vemagal PS,Domestic Violence,2023-05-12,18
KA-19,Gadag Women PS,Assault,2025-07-22,17
KA-02,Udupi CEN Crime PS,Drug Offence,2024-08-17,17
KA-26,Mulbagal Rural PS,Cyber Crime,2024-06-08,17
KA-01,Cowlbazar PS,Drug Offence,2022-03-18,17
KA-30,Mallanduru PS,Robbery,2025-08-01,17
KA-01,Bhatkal Town PS,Fraud,2025-01-03,17
KA-19,Gokarna PS,Cyber Crime,2024-07-07,17
KA-24,Manna Ekhelli PS,Fraud,2025-11-01,17
KA-22,Mudalgi PS,Assault,2023-01-26,17
KA-01,Kempapura Agrahara PS,Drug Offence,2023-07-28,17
KA-05,Bagalkot Rural PS,Drug Offence,2023-02-04,17
KA-16,T.B. Dam PS,Theft,2022-11-12,17
KA-14,Manvi PS,Drug Offence,2023-07-21,17
KA-13,Abbinahole PS,Drug Offence,2025-06-24,17
KA-14,Gabbur PS,Theft,2023-05-05,17
KA-24,Besagaraghalli PS,Assault,2023-08-11,17
KA-26,Metagalli PS,Drug Offence,2025-09-22,17
KA-31,Hunusur Town PS,Cyber Crime,2023-11-11,17
KA-27,Belagavi City Women PS,Domestic Violence,2024-07-10,17
KA-04,Chamarajpet PS,Burglary,2023-12-15,17
KA-10,Sakkaraya Patna PS,Burglary,2023-11-23,17
KA-29,Shahapura PS,Cyber Crime,2025-01-01,17
KA-13,Devara Hipparagi PS,Cyber Crime,2024-05-23,16
KA-04,Kempapura Agrahara PS,Domestic Violence,2022-07-11,16
KA-06,Ponnampet PS,Robbery,2022-10-23,16
KA-29,Vemagal PS,Cyber Crime,2023-05-12,16
KA-10,Udupi CEN Crime PS,Rioting,2025-01-22,16
KA-28,Konanakunte PS,Kidnapping,2025-12-08,16
KA-05,Khadakalat PS,Burglary,2024-08-02,16
KA-27,Ballari Rural PS,Robbery,2024-02-08,16
KA-10,Humnabad PS,Burglary,2022-12-12,16
KA-17,Kodagu Women PS,Kidnapping,2023-12-10,16
KA-17,Hariharapura PS,Domestic Violence,2025-07-16,16
KA-18,Gandhi Nagar PS,Vehicle Theft,2024-11-23,16
KA-09,Badavanahalli PS,Rioting,2025-08-06,16
KA-23,Ballari Rural PS,Cyber Crime,2023-08-19,16
KA-27,Maddur PS,Assault,2022-10-14,16
KA-30,Maddur PS,Theft,2023-07-26,16
KA-15,Anavatti PS,Murder,2022-07-22,16
KA-22,Arakere PS,Cyber Crime,2025-07-09,16
KA-19,K.R. Pet Town PS,Vehicle Theft,2025-01-17,16
KA-11,Kadaba PS,Robbery,2022-09-22,16
KA-21,Kasabapeth PS,Drug Offence,2024-09-10,16
KA-11,Dharwad Rural PS,Drug Offence,2025-03-05,16
KA-30,Abbinahole PS,Burglary,2022-06-07,16
KA-21,T.B. Dam PS,Theft,2022-06-26,16
KA-17,Jalhalli PS,Murder,2022-08-05,16
KA-07,Ramanagara Women PS,Robbery,2025-05-07,16
KA-07,Gokak Rural PS,Vehicle Theft,2025-06-09,16
KA-16,Surathkal PS,Robbery,2023-10-16,16
KA-06,Raibag PS,Assault,2024-03-27,16
KA-07,Gandhi Chowk PS,Vehicle Theft,2025-03-27,16
KA-24,Bidar Town PS,Cyber Crime,2022-12-18,16
KA-13,Abbinahole PS,Kidnapping,2025-06-24,15
KA-18,Chittapura PS,Cyber Crime,2024-03-24,15
KA-14,Arakere PS,Domestic Violence,2024-02-04,15
KA-30,Tumkur CEN Crime PS,Robbery,2024-02-21,15
KA-04,Dhannura PS,Fraud,2023-12-22,15
KA-21,Kadra PS,Theft,2023-12-22,15
KA-14,Arakere PS,Domestic Violence,2023-08-08,15
KA-28,Hariharapura PS,Cyber Crime,2023-08-15,15
KA-23,Hampi Tourism PS,Vehicle Theft,2022-03-10,15
KA-09,Balur PS,Theft,2025-04-09,15
KA-14,Yedrami PS,Murder,2023-06-19,15
KA-05,Bantwala Town PS,Murder,2023-12-28,15
KA-14,Bharathi Nagar PS,Cyber Crime,2023-09-19,15
KA-09,Bagalkot Women PS,Kidnapping,2025-12-20,15
KA-04,Abbinahole PS,Domestic Violence,2023-09-24,15
KA-01,Bagalkot Rural PS,Vehicle Theft,2023-06-14,15
KA-29,Kallambella PS,Cyber Crime,2024-05-11,15
KA-20,Khadebazar PS,Kidnapping,2022-05-27,15
KA-16,Kundapura PS,Fraud,2022-09-04,15
KA-09,Malkhed PS,Cyber Crime,2025-07-05,15
KA-15,Mandya West PS,Rioting,2023-03-19,15
KA-27,East CEN Crime PS,Vehicle Theft,2023-06-24,15
KA-11,Kempapura Agrahara PS,Assault,2025-08-24,15
KA-25,Mudalgi PS,Fraud,2025-10-26,15
KA-04,Hortti PS,Robbery,2024-12-07,15
KA-11,Honnali PS,Murder,2022-05-01,15
KA-12,Vyalikaval PS,Assault,2023-05-03,15
KA-27,Udupi CEN Crime PS,Murder,2025-10-22,15
KA-05,Mandya West PS,Burglary,2023-07-21,15
KA-22,Vijayanagar PS,Cyber Crime,2025-07-16,15
KA-01,Sagara Town PS,Kidnapping,2024-01-12,15
KA-22,Turuvkere PS,Robbery,2025-04-25,15
KA-10,Bagalkot Women PS,Kidnapping,2025-07-14,15
KA-03,Bendigeri PS,Vehicle Theft,2022-04-04,15
KA-21,Ramnagar PS,Assault,2022-07-23,15
KA-17,Chigateri PS,Fraud,2024-12-25,15
KA-17,Konanakunte PS,Assault,2025-03-21,15
KA-18,Bellanduru PS,Burglary,2022-04-18,15
KA-17,Betageri Extention PS,Robbery,2025-07-21,15
KA-12,Thalaghattapura PS,Rioting,2022-08-15,15
KA-30,Gokak Rural PS,Kidnapping,2024-04-21,15
KA-09,Gadag Women PS,Fraud,2024-11-17,14
KA-26,Chowka PS,Theft,2022-07-07,14
KA-01,Mysuru CEN Crime PS,Theft,2024-10-02,14
KA-04,Sagara Town PS,Burglary,2024-05-21,14
KA-07,Peenya PS,Murder,2023-01-20,14
KA-27,Thilakwadi PS,Murder,2022-10-14,14
KA-09,Hiriyur Rural PS,Assault,2024-01-28,14
KA-10,Tavaregera PS,Burglary,2022-08-20,14
KA-16,Hebri PS,Vehicle Theft,2025-04-05,14
KA-30,APMC Navanagar,Drug Offence,2022-04-23,14
KA-24,Hospet Town PS,Vehicle Theft,2025-09-16,14
KA-05,Siddapura PS,Rioting,2023-06-21,14
KA-11,Khadakalat PS,Assault,2024-08-19,14
KA-31,Nandini Layout PS,Assault,2025-10-02,14
KA-29,Sringeri PS,Vehicle Theft,2024-12-24,14
KA-23,Hirisave PS,Rioting,2024-08-13,14
KA-08,Kudur PS,Theft,2025-12-15,14
KA-09,Byatarayanapura PS,Robbery,2022-02-07,14
KA-04,Azad Nagar PS,Fraud,2025-02-28,14
KA-19,Devaraja PS,Vehicle Theft,2025-08-19,14
KA-29,Khadakalat PS,Fraud,2022-06-20,14
KA-22,Byndoor PS,Vehicle Theft,2022-07-11,14
KA-28,Vijayapura PS,Vehicle Theft,2022-02-07,14
KA-20,Siruguppa PS,Murder,2024-02-20,14
KA-23,Madanahipparga PS,Burglary,2023-09-25,14
KA-28,Saragur PS,Theft,2023-05-17,14
KA-29,Bidadi PS,Theft,2022-09-13,14
KA-11,Metagalli PS,Robbery,2025-12-06,13
KA-10,Gabbur PS,Cyber Crime,2022-07-21,13
KA-04,Shankarpura PS,Vehicle Theft,2024-01-02,13
KA-14,Besagaraghalli PS,Assault,2024-04-19,13
KA-06,Doddawad PS,Robbery,2024-04-16,13
KA-09,Kunchavaram PS,Drug Offence,2024-08-10,13
KA-07,Hosahalli PS,Cyber Crime,2024-06-01,13
KA-11,Tiptur Town PS,Vehicle Theft,2023-05-14,13
KA-20,CEN Crime PS Hubballi Dharwad City,Assault,2022-09-03,13
KA-14,Belagavi City CEN Crime PS,Drug Offence,2025-09-02,13
KA-02,Kamalanagar PS,Rioting,2025-09-11,13
KA-26,Hirehadagali PS,Vehicle Theft,2022-12-06,13
KA-21,Gandasi PS,Domestic Violence,2023-08-15,13
KA-03,Manna Ekhelli PS,Robbery,2024-04-04,13
KA-07,Ragavendra nagar PS,Kidnapping,2025-01-13,12
KA-20,Marriyammanahalli PS,Assault,2025-11-26,12
KA-12,Peresandra PS,Drug Offence,2022-05-21,12
KA-14,Peresandra PS,Burglary,2024-05-17,12
KA-17,Shikaripura Rural PS,Fraud,2023-03-11,12
KA-06,Doddawad PS,Drug Offence,2024-04-16,12
KA-15,Hosahalli PS,Kidnapping,2024-06-14,12
KA-09,Byndoor PS,Cyber Crime,2025-10-02,12
KA-05,Yelburga PS,Theft,2025-04-19,12
KA-04,Turuvanur (Jogi) PS,Assault,2024-12-19,12
KA-19,Kodihalli PS,Robbery,2025-12-02,12
KA-05,Yelburga PS,Drug Offence,2023-09-24,12
KA-13,Santemaralli PS,Drug Offence,2022-03-27,12
KA-21,Gundlupete PS,Murder,2025-09-07,11
KA-06,Sathanuru PS,Assault,2023-02-22,10
KA-21,Mannalli PS,Robbery,2022-11-15,10
KA-09,Mangalapet Market PS,Murder,2023-05-01,10
KA-24,Yelburga PS,Burglary,2025-12-05,10
KA-09,Kollegala Town PS,Cyber Crime,2025-01-08,10
KA-02,East CEN Crime PS,Theft,2022-05-20,10
KA-27,Belagavi City Women PS,Assault,2024-09-14,10
KA-12,Kapu PS,Cyber Crime,2025-07-17,10
KA-24,CEN Crime PS Mysuru City,Burglary,2023-09-25,10
KA-06,Kutta PS,Robbery,2024-01-28,10
KA-07,Kuvempunagar PS,Vehicle Theft,2025-05-01,10
KA-14,Bidar Women PS,Assault,2022-09-10,10
KA-15,Doddaballapura Rural PS,Fraud,2025-03-05,10
KA-12,Saragur PS,Assault,2023-07-15,10
KA-08,Kallambella PS,Domestic Violence,2023-09-08,10
KA-23,Khadakalat PS,Kidnapping,2023-02-01,10
KA-23,Shahapura PS,Theft,2023-05-11,10
KA-21,Gokarna PS,Fraud,2025-11-13,10
KA-19,Belur PS,Kidnapping,2023-12-06,10
KA-22,City Market PS,Robbery,2024-08-14,10
KA-12,Anavatti PS,Assault,2022-10-11,10
KA-19,Gadag Women PS,Vehicle Theft,2025-07-22,10
KA-18,Gandhi Nagar PS,Fraud,2024-11-23,10
KA-10,Bagalkot Women PS,Robbery,2025-07-14,10
KA-12,Kempegowda Nagar PS,Burglary,2023-02-25,10
KA-24,Manna Ekhelli PS,Murder,2025-11-01,10
KA-27,Yelburga PS,Theft,2024-12-24,10
KA-26,Champion Reefs  PS,Vehicle Theft,2022-04-27,10
KA-25,APMC Navanagar,Murder,2023-03-08,10
KA-06,Tadas PS,Burglary,2024-04-15,10
KA-30,Hampi Tourism PS,Drug Offence,2024-09-19,10
KA-02,Kampli PS,Assault,2025-06-14,10
KA-02,Kampli PS,Drug Offence,2025-06-14,10
KA-09,Bellanduru PS,Kidnapping,2022-03-26,10
KA-26,Mannalli PS,Theft,2023-10-25,10
KA-09,Sanjay Nagara PS,Assault,2025-10-26,10
KA-14,Kushtagi PS,Burglary,2022-01-05,10
KA-20,Sakkaraya Patna PS,Fraud,2025-01-04,10
KA-19,Malur PS,Assault,2022-05-13,10
KA-07,APMC Navanagar,Theft,2025-09-18,10
KA-19,Shankarpura PS,Vehicle Theft,2025-08-12,10
KA-10,Thalak PS,Burglary,2025-06-10,10
KA-28,Gandhi Chowk PS,Murder,2023-05-23,10
KA-02,Kudur PS,Assault,2022-02-02,10
KA-24,Halageri PS,Robbery,2022-05-18,10
KA-19,Gadag Women PS,Fraud,2025-07-22,10
KA-20,Mallanduru PS,Fraud,2025-12-19,10
KA-09,Srimangala PS,Burglary,2024-05-23,10
KA-19,Mangaluru North PS,Domestic Violence,2024-10-25,10
KA-19,Jalhalli PS,Assault,2025-06-05,10
KA-26,Whitefield PS,Domestic Violence,2024-11-16,10
KA-09,Hiriyur Rural PS,Burglary,2024-01-28,10
KA-27,Gandasi PS,Theft,2023-12-22,10
KA-04,Hortti PS,Domestic Violence,2024-12-07,10
KA-09,Kollegala Town PS,Vehicle Theft,2025-01-08,10
KA-11,Metagalli PS,Burglary,2025-12-06,10
KA-10,Jayanagar PS,Domestic Violence,2025-10-12,10
KA-04,Udupi Women PS,Kidnapping,2024-11-09,10
KA-13,Jamakhandi Town PS,Theft,2023-03-27,10
KA-23,Madanahipparga PS,Rioting,2023-09-25,10
KA-31,Mudalgi PS,Robbery,2023-02-01,10
KA-25,Devara Hipparagi PS,Cyber Crime,2024-11-12,10
KA-21,Hebri PS,Domestic Violence,2022-05-15,10
KA-12,Shakti Nagar PS,Assault,2022-09-20,10
KA-04,Jayanagar PS,Robbery,2022-09-05,10
KA-26,Whitefield PS,Fraud,2024-11-16,10
KA-15,Doddaballapura Rural PS,Murder,2025-03-05,10
KA-20,SouthEast CEN Crime PS,Fraud,2025-11-02,10
KA-04,Konanakunte PS,Robbery,2023-04-03,10
KA-06,Vibanagara PS,Cyber Crime,2022-01-04,10
KA-29,Udupi Women PS,Vehicle Theft,2025-11-19,10
KA-09,Sadar Bazar PS,Domestic Violence,2022-08-24,10
KA-25,Channapatna Town PS,Rioting,2022-01-02,10
KA-07,Surathkal PS,Murder,2025-04-18,10
KA-08,Brahmavar PS,Burglary,2024-08-11,10
KA-13,Devara Hipparagi PS,Kidnapping,2024-05-23,10
KA-14,Besagaraghalli PS,Domestic Violence,2024-04-19,10
KA-19,Shankarpura PS,Cyber Crime,2025-08-12,10
KA-20,Sadar Bazar PS,Burglary,2023-08-02,10
KA-04,Halageri PS,Fraud,2025-01-17,10
KA-09,Bharathi Nagar PS,Kidnapping,2025-01-24,10
KA-10,Gandasi PS,Murder,2023-03-04,10
KA-07,Surathkal PS,Cyber Crime,2025-04-18,10
KA-17,Surathkal PS,Rioting,2024-07-22,10
KA-15,Ramanagara Women PS,Rioting,2024-02-20,10
KA-01,Bhatkal Town PS,Kidnapping,2022-09-09,10
KA-08,Belagavi Rural PS,Cyber Crime,2024-02-23,10
KA-02,Bantwala Town PS,Cyber Crime,2024-06-14,10
KA-22,V.V. Puram PS,Kidnapping,2022-09-10,10
KA-15,Badavanahalli PS,Robbery,2025-04-25,10
KA-08,Udupi CEN Crime PS,Theft,2022-06-19,10
KA-27,Thalak PS,Burglary,2023-05-18,10
KA-09,Holenarasipura Rural PS,Domestic Violence,2024-01-24,10
KA-28,Lakkavalli PS,Theft,2025-03-05,10
KA-11,City Market PS,Assault,2025-10-05,10
KA-14,Bidar Women PS,Kidnapping,2022-09-10,10
KA-29,Ghantikeri PS,Cyber Crime,2023-04-05,10
KA-29,K.R. Pet Town PS,Theft,2025-09-22,10
KA-25,Mangaluru South PS,Drug Offence,2024-07-09,10
KA-12,Jnanabharathi PS,Drug Offence,2025-05-05,10
KA-27,Kadaba PS,Kidnapping,2024-04-09,10
KA-27,Belagavi City Women PS,Rioting,2024-09-14,10
KA-07,Mallanduru PS,Drug Offence,2023-12-27,10
KA-29,Mambali PS,Rioting,2025-04-18,10
KA-09,Sadar Bazar PS,Assault,2022-08-24,10
KA-29,Kasabapeth PS,Cyber Crime,2022-01-06,10
KA-06,Gabbur PS,Assault,2024-05-26,10
KA-15,Malavalli Town PS,Drug Offence,2024-10-28,10
KA-03,Kamakshipalya PS,Domestic Violence,2023-07-06,10
KA-06,Sathanuru PS,Domestic Violence,2023-02-22,10
KA-04,Golgumbaz PS,Drug Offence,2023-02-03,10
KA-25,Naragund PS,Robbery,2025-05-20,10
KA-07,Hariharapura PS,Vehicle Theft,2024-12-18,10
KA-04,Mahalingapur PS,Kidnapping,2022-07-03,10
KA-31,Hirehadagali PS,Kidnapping,2024-03-10,10
KA-24,Yelburga PS,Robbery,2025-12-05,10
KA-01,Sandur PS,Cyber Crime,2024-04-06,10
KA-07,Mambali PS,Kidnapping,2023-09-18,10
KA-14,Gowribidanur Rural PS,Assault,2022-11-02,10
KA-26,Jagalur PS,Burglary,2025-12-27,10
KA-12,Kollegala Town PS,Vehicle Theft,2024-08-11,10
KA-25,Byndoor PS,Assault,2024-09-09,10
KA-05,Byappanahalli PS,Rioting,2022-10-18,10
KA-28,Basaralu PS,Murder,2022-06-10,10
KA-18,Turuvanur (Jogi) PS,Drug Offence,2024-11-11,10
KA-07,Sindhanur Town PS,Domestic Violence,2024-07-17,10
KA-03,Bengaluru Dist Women PS,Robbery,2022-01-04,10
KA-01,Kalaburagi City CENCrime PS,Burglary,2023-11-21,10
KA-03,Subramanya Nagar PS,Vehicle Theft,2023-02-06,10
KA-27,Kalasipalya PS,Kidnapping,2023-10-10,10
KA-31,Patapalya PS,Burglary,2022-02-11,10
KA-17,Kodigehalli PS,Vehicle Theft,2024-04-13,10
KA-02,Gadag CEN Crime PS,Fraud,2025-11-04,10
KA-08,Ragavendra nagar PS,Kidnapping,2025-05-27,10
KA-06,Gandhi Chowk PS,Cyber Crime,2024-04-17,10
KA-11,Bajpe PS,Assault,2025-10-23,10
KA-09,Mayakonda PS,Domestic Violence,2023-07-28,10
KA-22,Devaraja PS,Robbery,2022-11-11,10
KA-05,Byappanahalli PS,Vehicle Theft,2022-10-18,10
KA-26,Guttal PS,Assault,2023-03-20,10
KA-18,Shahapur PS,Kidnapping,2025-04-07,10
KA-05,Bendigeri PS,Domestic Violence,2024-02-26,10
KA-05,Bilagi PS,Rioting,2025-05-10,10
KA-14,Nanjanagudu Town PS,Fraud,2023-03-14,10
KA-22,Hospet Town PS,Kidnapping,2022-04-19,10
KA-04,Hortti PS,Cyber Crime,2024-12-07,10
KA-19,Srimangala PS,Cyber Crime,2024-11-11,10
KA-06,Karwar Town PS,Burglary,2023-04-09,10
KA-20,Sakkaraya Patna PS,Theft,2024-04-27,10
KA-13,Jayanagara PS,Kidnapping,2024-05-19,10
KA-31,Gokak Rural PS,Burglary,2024-08-11,10
KA-02,Kudur PS,Fraud,2022-02-02,10
KA-26,Kencharlahalli PS,Domestic Violence,2025-02-07,10
